station,basin,onset,end,duration_h,peak_level_m,river_driven,local_only,reached_major
B3-Middle,Basin-B,2022-06-09 15:00:00,2022-06-09 19:00:00,5,7.204432376976538,False,True,False
B1-Headwater,Basin-B,2022-06-09 15:00:00,2022-06-09 19:00:00,5,3.5821866410948786,True,False,False
B2-Upper,Basin-B,2022-06-09 16:00:00,2022-06-09 19:00:00,4,6.515522411832239,False,True,False
A4-Lower,Basin-A,2022-06-11 12:00:00,2022-06-11 15:00:00,4,0.903336939081568,False,True,False
B4-Lower,Basin-B,2022-06-18 02:00:00,2022-06-18 06:00:00,5,1.7465942994696513,False,True,False
B3-Middle,Basin-B,2022-06-18 16:00:00,2022-06-22 08:00:00,89,13.289480143350662,True,False,True
B1-Headwater,Basin-B,2022-06-18 16:00:00,2022-06-19 20:00:00,29,4.866887217625543,True,False,False
B2-Upper,Basin-B,2022-06-18 16:00:00,2022-06-20 15:00:00,48,11.393484924419344,True,False,False
B4-Lower,Basin-B,2022-06-18 16:00:00,2022-06-18 22:00:00,7,2.2024015642017702,False,True,False
A3-Middle,Basin-A,2022-06-18 23:00:00,2022-06-19 04:00:00,6,6.120046238055449,False,True,False
A4-Lower,Basin-A,2022-06-18 23:00:00,2022-06-19 04:00:00,6,0.9665406595643197,False,True,False
A1-Headwater,Basin-A,2022-06-18 23:00:00,2022-06-19 04:00:00,6,4.099413797526508,True,False,False
A2-Upper,Basin-A,2022-06-18 23:00:00,2022-06-19 03:00:00,5,13.794827226303285,False,True,False
B4-Lower,Basin-B,2022-06-19 01:00:00,2022-06-22 17:00:00,89,3.2944236103777227,True,False,False
A1-Headwater,Basin-A,2022-06-19 07:00:00,2022-06-19 12:00:00,6,4.194427999872458,True,False,False
A4-Lower,Basin-A,2022-06-19 08:00:00,2022-06-19 12:00:00,5,1.325996372333708,False,True,False
A2-Upper,Basin-A,2022-06-19 13:00:00,2022-06-19 16:00:00,4,16.17323967804513,True,False,False
B1-Headwater,Basin-B,2022-06-20 05:00:00,2022-06-20 06:00:00,2,3.511151363619769,True,False,False
B1-Headwater,Basin-B,2022-06-20 16:00:00,2022-06-21 12:00:00,21,5.246495896457545,True,False,True
B2-Upper,Basin-B,2022-06-20 17:00:00,2022-06-21 23:00:00,31,12.448578123519697,True,False,True
A4-Lower,Basin-A,2022-06-21 16:00:00,2022-06-21 22:00:00,7,1.2612462730028482,False,True,False
A3-Middle,Basin-A,2022-06-21 16:00:00,2022-06-21 21:00:00,6,6.427789647463611,False,True,False
A1-Headwater,Basin-A,2022-06-21 17:00:00,2022-06-21 21:00:00,5,3.944058422675746,False,True,False
A2-Upper,Basin-A,2022-06-21 18:00:00,2022-06-21 21:00:00,4,14.287510552098077,False,True,False
B4-Lower,Basin-B,2022-06-22 19:00:00,2022-06-22 19:00:00,1,2.627656625777838,True,False,False
A4-Lower,Basin-A,2022-06-25 16:00:00,2022-06-25 20:00:00,5,1.1152960968037058,False,True,False
A3-Middle,Basin-A,2022-06-25 16:00:00,2022-06-25 19:00:00,4,4.966138319941613,False,True,False
A4-Lower,Basin-A,2022-06-26 23:00:00,2022-06-27 04:00:00,6,1.2370002999827028,False,True,False
A1-Headwater,Basin-A,2022-06-27 00:00:00,2022-06-27 03:00:00,4,3.648339915953363,False,True,False
A3-Middle,Basin-A,2022-06-27 00:00:00,2022-06-27 03:00:00,4,6.040898622536225,False,True,False
A4-Lower,Basin-A,2022-06-28 06:00:00,2022-06-28 11:00:00,6,1.3300008004618145,False,True,False
A1-Headwater,Basin-A,2022-06-28 07:00:00,2022-06-28 11:00:00,5,4.499149012026011,True,False,False
A3-Middle,Basin-A,2022-06-28 07:00:00,2022-06-28 12:00:00,6,8.082400320693427,True,False,False
A2-Upper,Basin-A,2022-06-28 07:00:00,2022-06-28 14:00:00,8,16.438734080117722,True,False,False
B4-Lower,Basin-B,2022-06-28 12:00:00,2022-06-28 17:00:00,6,1.7338686116153907,False,True,False
A4-Lower,Basin-A,2022-06-28 13:00:00,2022-06-28 13:00:00,1,1.5678351003359416,True,False,False
B1-Headwater,Basin-B,2022-06-28 14:00:00,2022-06-28 16:00:00,3,3.4461650506051043,False,True,False
A3-Middle,Basin-A,2022-06-28 14:00:00,2022-06-28 14:00:00,1,8.014431745170766,True,False,False
A4-Lower,Basin-A,2022-06-28 19:00:00,2022-06-28 19:00:00,1,1.544653608844076,True,False,False
B3-Middle,Basin-B,2022-06-29 12:00:00,2022-06-29 18:00:00,7,9.612328718774611,False,True,False
B4-Lower,Basin-B,2022-06-29 12:00:00,2022-06-29 18:00:00,7,2.0965828906630275,False,True,False
B1-Headwater,Basin-B,2022-06-29 13:00:00,2022-06-30 15:00:00,27,4.957433940055188,True,False,False
B2-Upper,Basin-B,2022-06-29 13:00:00,2022-06-29 17:00:00,5,8.771352499449055,False,True,False
B2-Upper,Basin-B,2022-06-29 19:00:00,2022-07-01 00:00:00,30,11.84155004885091,True,False,False
B3-Middle,Basin-B,2022-06-29 20:00:00,2022-07-01 07:00:00,36,12.433585217938568,True,False,True
B4-Lower,Basin-B,2022-06-29 20:00:00,2022-07-01 11:00:00,40,2.972717526441111,True,False,False
A4-Lower,Basin-A,2022-06-30 05:00:00,2022-06-30 08:00:00,4,1.2783455155183259,False,True,False
B4-Lower,Basin-B,2022-07-01 13:00:00,2022-07-01 14:00:00,2,2.608031590068588,True,False,False
B4-Lower,Basin-B,2022-07-01 22:00:00,2022-07-02 01:00:00,4,2.5084376234529127,False,True,False
B1-Headwater,Basin-B,2022-07-01 22:00:00,2022-07-02 01:00:00,4,3.0765035935892446,False,True,False
B3-Middle,Basin-B,2022-07-01 23:00:00,2022-07-02 01:00:00,3,9.368153225960079,False,True,False
B4-Lower,Basin-B,2022-07-02 04:00:00,2022-07-02 09:00:00,6,2.538046991412501,False,True,False
B3-Middle,Basin-B,2022-07-02 04:00:00,2022-07-03 04:00:00,25,11.910292130010642,True,False,False
B2-Upper,Basin-B,2022-07-02 04:00:00,2022-07-03 00:00:00,21,11.05283571452879,True,False,False
B1-Headwater,Basin-B,2022-07-02 04:00:00,2022-07-02 15:00:00,12,4.687442658959198,True,False,False
B4-Lower,Basin-B,2022-07-02 12:00:00,2022-07-03 11:00:00,24,2.9123894197611215,True,False,False
B4-Lower,Basin-B,2022-07-05 10:00:00,2022-07-05 13:00:00,4,2.1955185363574774,False,True,False
A4-Lower,Basin-A,2022-07-06 00:00:00,2022-07-06 08:00:00,9,1.3246175219489533,False,True,False
A2-Upper,Basin-A,2022-07-06 02:00:00,2022-07-06 06:00:00,5,15.380474445653487,False,True,False
A3-Middle,Basin-A,2022-07-06 02:00:00,2022-07-06 07:00:00,6,7.195523182805501,False,True,False
A1-Headwater,Basin-A,2022-07-06 02:00:00,2022-07-06 09:00:00,8,4.383757378468244,True,False,False
A2-Upper,Basin-A,2022-07-06 08:00:00,2022-07-06 12:00:00,5,16.371897747241164,True,False,False
B1-Headwater,Basin-B,2022-07-10 10:00:00,2022-07-10 13:00:00,4,3.1636983361612816,False,True,False
B3-Middle,Basin-B,2022-07-10 10:00:00,2022-07-10 13:00:00,4,6.760849126016753,False,True,False
B2-Upper,Basin-B,2022-07-10 10:00:00,2022-07-10 13:00:00,4,5.9550136012639845,False,True,False
B4-Lower,Basin-B,2022-07-10 10:00:00,2022-07-10 13:00:00,4,1.6036479645555552,False,True,False
A4-Lower,Basin-A,2022-07-15 13:00:00,2022-07-15 20:00:00,8,1.1164612556568205,False,True,False
A3-Middle,Basin-A,2022-07-15 16:00:00,2022-07-15 18:00:00,3,5.574804387266685,False,True,False
A4-Lower,Basin-A,2022-07-16 18:00:00,2022-07-16 21:00:00,4,1.2531957453568092,False,True,False
A4-Lower,Basin-A,2022-07-17 03:00:00,2022-07-17 11:00:00,9,1.4123518697725304,False,True,False
A1-Headwater,Basin-A,2022-07-17 07:00:00,2022-07-17 09:00:00,3,4.2522202334307355,True,False,False
A2-Upper,Basin-A,2022-07-17 07:00:00,2022-07-17 09:00:00,3,15.103173994013794,False,True,False
A3-Middle,Basin-A,2022-07-17 07:00:00,2022-07-17 10:00:00,4,7.50398618852576,False,True,False
A2-Upper,Basin-A,2022-07-17 11:00:00,2022-07-17 15:00:00,5,16.36673870788922,True,False,False
A3-Middle,Basin-A,2022-07-17 13:00:00,2022-07-17 16:00:00,4,8.163806928227093,True,False,False
A4-Lower,Basin-A,2022-07-17 15:00:00,2022-07-17 15:00:00,1,1.5358894154113851,True,False,False
B4-Lower,Basin-B,2022-07-17 16:00:00,2022-07-17 19:00:00,4,1.9159862791195577,False,True,False
A4-Lower,Basin-A,2022-07-17 19:00:00,2022-07-17 19:00:00,1,1.575899513593951,True,False,False
A3-Middle,Basin-A,2022-07-18 17:00:00,2022-07-18 21:00:00,5,6.814053039259499,False,True,False
A4-Lower,Basin-A,2022-07-18 17:00:00,2022-07-18 22:00:00,6,1.3872061178800972,False,True,False
A1-Headwater,Basin-A,2022-07-18 18:00:00,2022-07-18 21:00:00,4,4.013471853736895,True,False,False
A2-Upper,Basin-A,2022-07-18 18:00:00,2022-07-18 21:00:00,4,14.769716684345592,False,True,False
A1-Headwater,Basin-A,2022-07-19 13:00:00,2022-07-19 17:00:00,5,4.338732243888809,True,False,False
A4-Lower,Basin-A,2022-07-19 13:00:00,2022-07-19 17:00:00,5,1.5153936524502702,False,True,False
A2-Upper,Basin-A,2022-07-19 13:00:00,2022-07-19 21:00:00,9,16.46652618979981,True,False,False
A3-Middle,Basin-A,2022-07-19 13:00:00,2022-07-20 02:00:00,14,8.358581511729042,True,False,False
A4-Lower,Basin-A,2022-07-19 19:00:00,2022-07-19 22:00:00,4,1.6033311490834896,True,False,False
A4-Lower,Basin-A,2022-07-20 02:00:00,2022-07-20 03:00:00,2,1.5849842195656345,True,False,False
A4-Lower,Basin-A,2022-07-20 05:00:00,2022-07-20 14:00:00,10,1.6202547306418955,True,False,False
A3-Middle,Basin-A,2022-07-20 09:00:00,2022-07-20 09:00:00,1,8.000614049317544,True,False,False
A3-Middle,Basin-A,2022-07-20 11:00:00,2022-07-20 12:00:00,2,8.047228801426275,True,False,False
A4-Lower,Basin-A,2022-07-20 16:00:00,2022-07-20 17:00:00,2,1.6499581188158101,True,False,False
A4-Lower,Basin-A,2022-07-20 19:00:00,2022-07-20 19:00:00,1,1.5513778283692923,True,False,False
B4-Lower,Basin-B,2022-07-22 00:00:00,2022-07-22 05:00:00,6,1.6308616029436356,False,True,False
B2-Upper,Basin-B,2022-07-22 01:00:00,2022-07-22 03:00:00,3,7.28398216155876,False,True,False
B1-Headwater,Basin-B,2022-07-22 02:00:00,2022-07-22 02:00:00,1,3.513771508884077,True,False,False
B3-Middle,Basin-B,2022-07-23 10:00:00,2022-07-23 13:00:00,4,8.673965517748014,False,True,False
B4-Lower,Basin-B,2022-07-23 10:00:00,2022-07-23 13:00:00,4,2.1417382132916982,False,True,False
B1-Headwater,Basin-B,2022-07-23 10:00:00,2022-07-23 13:00:00,4,3.4875997612080916,False,True,False
B2-Upper,Basin-B,2022-07-23 10:00:00,2022-07-23 13:00:00,4,7.555824737798186,False,True,False
A4-Lower,Basin-A,2022-07-26 01:00:00,2022-07-26 04:00:00,4,0.9662783189851927,False,True,False
B4-Lower,Basin-B,2022-07-26 02:00:00,2022-07-26 06:00:00,5,1.8875041599186713,False,True,False
B1-Headwater,Basin-B,2022-07-26 02:00:00,2022-07-26 05:00:00,4,2.9851568738168086,False,True,False
B2-Upper,Basin-B,2022-07-26 03:00:00,2022-07-26 05:00:00,3,5.868736428872775,False,True,False
B3-Middle,Basin-B,2022-07-26 03:00:00,2022-07-26 05:00:00,3,7.415326030643911,False,True,False
A4-Lower,Basin-A,2022-07-26 10:00:00,2022-07-26 14:00:00,5,1.207174637478857,False,True,False
A1-Headwater,Basin-A,2022-07-26 10:00:00,2022-07-26 13:00:00,4,3.983505516563687,False,True,False
A3-Middle,Basin-A,2022-07-26 10:00:00,2022-07-26 13:00:00,4,6.406021763601968,False,True,False
A4-Lower,Basin-A,2022-07-30 02:00:00,2022-07-30 05:00:00,4,1.1028788014988518,False,True,False
B4-Lower,Basin-B,2022-07-30 05:00:00,2022-07-30 12:00:00,8,1.453500849521098,False,True,False
B3-Middle,Basin-B,2022-07-30 06:00:00,2022-07-30 12:00:00,7,8.637569169221448,False,True,False
B2-Upper,Basin-B,2022-07-30 06:00:00,2022-07-30 21:00:00,16,10.214254069508975,True,False,False
B1-Headwater,Basin-B,2022-07-30 06:00:00,2022-07-30 17:00:00,12,4.367286611389832,True,False,False
A1-Headwater,Basin-A,2022-08-02 04:00:00,2022-08-02 08:00:00,5,4.460817445149739,True,False,False
A4-Lower,Basin-A,2022-08-02 04:00:00,2022-08-02 08:00:00,5,1.3119232525946671,False,True,False
A2-Upper,Basin-A,2022-08-02 04:00:00,2022-08-02 11:00:00,8,16.467011795653335,True,False,False
A3-Middle,Basin-A,2022-08-02 04:00:00,2022-08-02 08:00:00,5,6.77391331171136,False,True,False
B4-Lower,Basin-B,2022-08-06 04:00:00,2022-08-06 07:00:00,4,1.7260510684759456,False,True,False
A4-Lower,Basin-A,2022-08-07 14:00:00,2022-08-07 17:00:00,4,0.9575559217045473,False,True,False
B4-Lower,Basin-B,2022-08-07 19:00:00,2022-08-07 23:00:00,5,1.801534340178744,False,True,False
B1-Headwater,Basin-B,2022-08-07 20:00:00,2022-08-07 22:00:00,3,2.981887259197293,False,True,False
B3-Middle,Basin-B,2022-08-07 20:00:00,2022-08-07 22:00:00,3,7.390818732212411,False,True,False
B2-Upper,Basin-B,2022-08-07 20:00:00,2022-08-07 22:00:00,3,6.425002216930639,False,True,False
A4-Lower,Basin-A,2022-08-09 21:00:00,2022-08-10 02:00:00,6,1.0867446044773705,False,True,False
A1-Headwater,Basin-A,2022-08-09 22:00:00,2022-08-10 01:00:00,4,3.4490158074389123,False,True,False
A3-Middle,Basin-A,2022-08-09 22:00:00,2022-08-10 01:00:00,4,5.161280065429029,False,True,False
B4-Lower,Basin-B,2022-08-12 16:00:00,2022-08-12 19:00:00,4,1.377363307543326,False,True,False
B2-Upper,Basin-B,2022-08-16 16:00:00,2022-08-16 20:00:00,5,6.70562830074014,False,True,False
B3-Middle,Basin-B,2022-08-16 16:00:00,2022-08-16 20:00:00,5,7.6371942320231545,False,True,False
B4-Lower,Basin-B,2022-08-16 16:00:00,2022-08-16 20:00:00,5,1.8153414021389447,False,True,False
B1-Headwater,Basin-B,2022-08-16 16:00:00,2022-08-16 19:00:00,4,3.1061213550708784,False,True,False
B4-Lower,Basin-B,2022-08-18 22:00:00,2022-08-19 01:00:00,4,1.8857549319167577,False,True,False
B4-Lower,Basin-B,2022-08-21 13:00:00,2022-08-21 17:00:00,5,1.6850954036326844,False,True,False
A4-Lower,Basin-A,2022-08-24 20:00:00,2022-08-24 23:00:00,4,0.7824940513202848,False,True,False
A3-Middle,Basin-A,2022-08-24 20:00:00,2022-08-24 22:00:00,3,3.639325649294431,False,True,False
A4-Lower,Basin-A,2022-08-26 02:00:00,2022-08-26 05:00:00,4,0.990471126611771,False,True,False
A4-Lower,Basin-A,2022-09-18 06:00:00,2022-09-18 10:00:00,5,0.7503959640863433,False,True,False
C1-Headwater,Basin-C,2022-10-11 08:00:00,2022-10-11 11:00:00,4,1.5289580936654668,False,True,False
C2-Upper,Basin-C,2022-10-11 08:00:00,2022-10-11 11:00:00,4,3.2752401578888612,False,True,False
C4-Lower,Basin-C,2022-10-11 08:00:00,2022-10-11 11:00:00,4,0.9314518471778491,False,True,False
C1-Headwater,Basin-C,2022-11-13 18:00:00,2022-11-13 23:00:00,6,2.7453666493644366,False,True,False
C2-Upper,Basin-C,2022-11-13 19:00:00,2022-11-13 22:00:00,4,4.974325672556778,False,True,False
C3-Middle,Basin-C,2022-11-13 19:00:00,2022-11-13 22:00:00,4,3.0054230167445986,False,True,False
C4-Lower,Basin-C,2022-11-13 19:00:00,2022-11-13 23:00:00,5,1.4703333955296745,False,True,False
C4-Lower,Basin-C,2022-11-20 20:00:00,2022-11-21 00:00:00,5,1.3327426430352445,False,True,False
C3-Middle,Basin-C,2022-11-20 20:00:00,2022-11-20 23:00:00,4,2.7898698441595196,False,True,False
C1-Headwater,Basin-C,2022-11-20 20:00:00,2022-11-20 23:00:00,4,2.4816327090856336,False,True,False
A3-Middle,Basin-A,2022-11-24 04:00:00,2022-11-24 08:00:00,5,3.7254792732609663,False,True,False
A4-Lower,Basin-A,2022-11-24 04:00:00,2022-11-24 08:00:00,5,0.7802202928725269,False,True,False
C2-Upper,Basin-C,2022-12-02 17:00:00,2022-12-02 20:00:00,4,4.667241380447174,False,True,False
C1-Headwater,Basin-C,2022-12-02 17:00:00,2022-12-02 21:00:00,5,2.427395654288962,False,True,False
C3-Middle,Basin-C,2022-12-02 17:00:00,2022-12-02 20:00:00,4,2.4314574113980383,False,True,False
C4-Lower,Basin-C,2022-12-02 17:00:00,2022-12-02 20:00:00,4,1.0230201429467067,False,True,False
C4-Lower,Basin-C,2022-12-03 20:00:00,2022-12-03 23:00:00,4,1.6252271066840294,False,True,False
C1-Headwater,Basin-C,2022-12-05 21:00:00,2022-12-06 00:00:00,4,2.4981173217042247,False,True,False
C4-Lower,Basin-C,2022-12-05 21:00:00,2022-12-06 00:00:00,4,1.6413385424522058,False,True,False
C3-Middle,Basin-C,2022-12-05 21:00:00,2022-12-06 00:00:00,4,3.166764004111375,False,True,False
C4-Lower,Basin-C,2022-12-06 08:00:00,2022-12-06 13:00:00,6,2.1640667246659544,False,True,False
